"SiteNumber"	"Type"	"LocationID"	"EffectiveDate"	"Region"	"DistrictOffice"	"State"	"StateName"	"County"	"CountyState"	"City"	"FacilityName"	"Ownership"	"Use"	"Owner"	"OwnerAddress"	"OwnerCSZ"	"OwnerPhone"	"Manager"	"ManagerAddress"	"ManagerCSZ"	"ManagerPhone"	"ARPLatitude"	"ARPLatitudeS"	"ARPLongitude"	"ARPLongitudeS"	"ARPMethod"	"ARPElevation"	"ARPElevationMethod"	"MagneticVariation"	"MagneticVariationYear"	"TrafficPatternAltitude"	"ChartName"	"DistanceFromCBD"	"DirectionFromCBD"	"LandAreaCoveredByAirport"	"BoundaryARTCCID"	"BoundaryARTCCComputerID"	"BoundaryARTCCName"	"ResponsibleARTCCID"	"ResponsibleARTCCComputerID"	"ResponsibleARTCCName"	"TieInFSS"	"TieInFSSID"	"TieInFSSName"	"AirportToFSSPhoneNumber"	"TieInFSSTollFreeNumber"	"AlternateFSSID"	"AlternateFSSName"	"AlternateFSSTollFreeNumber"	"NOTAMFacilityID"	"NOTAMService"	"ActiviationDate"	"AirportStatusCode"	"CertificationTypeDate"	"FederalAgreements"	"AirspaceDetermination"	"CustomsAirportOfEntry"	"CustomsLandingRights"	"MilitaryJointUse"	"MilitaryLandingRights"	"InspectionMethod"	"InspectionGroup"	"LastInspectionDate"	"LastOwnerInformationDate"	"FuelTypes"	"AirframeRepair"	"PowerPlantRepair"	"BottledOxygenType"	"BulkOxygenType"	"LightingSchedule"	"BeaconSchedule"	"ATCT"	"UNICOMFrequencies"	"CTAFFrequency"	"SegmentedCircle"	"BeaconColor"	"NonCommercialLandingFee"	"MedicalUse"	"SingleEngineGA"	"MultiEngineGA"	"JetEngineGA"	"HelicoptersGA"	"GlidersOperational"	"MilitaryOperational"	"Ultralights"	"OperationsCommercial"	"OperationsCommuter"	"OperationsAirTaxi"	"OperationsGALocal"	"OperationsGAItin"	"OperationsMilitary"	"OperationsDate"	"AirportPositionSource"	"AirportPositionSourceDate"	"AirportElevationSource"	"AirportElevationSourceDate"	"ContractFuelAvailable"	"TransientStorage"	"OtherServices"	"WindIndicator"
22789.*A	AIRPORT	'FSD	08/22/2013	AGL	BIS	SD	SOUTH DAKOTA	MINNEHAHA	SD	SIOUX FALLS	JOE FOSS FIELD	PU	PU	SIOUX FALLS REGNL ARPT AUTH	2801 JAYCEE LANE	SIOUX FALLS, SD 57104	    605-336-0762	DANIEL J. LETELLIER	2801 JAYCEE LANE	SIOUX FALLS, SD 57104	    605-336-0762	43-34-55.2480N	156895.2480N	096-44-30.8890W	348270.8890W	E	1430	S	05E	2000		OMAHA	3	NW	 1570	ZMP	ZCP	MINNEAPOLIS				N	HON	HURON		1-800-WX-BRIEF				FSD	Y	11/01/1938	O	I B S 05/1973	NGPY	NO OBJECTION	N	N	Y	Y	F	F	05082013		100LLA	MAJOR	MAJOR	HIGH	HIGH	SEE RMK	SS-SR	Y	122.725	118.300	Y	CG	N		55	34	4			18		7207		27477	5125	20510	7263	04/30/2013	FAA	2011-08-24 00:00:00.0	3RD PARTY SURVEY	2010-07-31 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES,SURV	Y-L
22822.*A	AIRPORT	'ATY	08/22/2013	AGL	BIS	SD	SOUTH DAKOTA	CODINGTON	SD	WATERTOWN	WATERTOWN RGNL	PU	PU	CITY OF WATERTOWN	P.O. BOX 910	WATERTOWN, SD 57201	    605-882-6209	ERICK DAHL	2416 BOEING AVENUE	WATERTOWN, SD 57201	    605-882-6209	44-54-50.3000N	161690.3000N	097-09-17.0000W	349757.0000W	E	1749	S	06E	1985		TWIN CITIES	2	NW	  919	ZMP	ZCP	MINNEAPOLIS				N	HON	HURON		1-800-WX-BRIEF				ATY	Y	12/01/1937	O	I A S 05/1973	NGPY	NO OBJECTION	N	N	N	Y	F	F	06212013		100LLA	MAJOR	MAJOR				SEE RMK	N	123.050	123.050	Y	CG	N		23	7	2	0	2			3300		1500	8000	3000	100	12/31/2012	NGS	2006-08-08 00:00:00.0	NGS	2006-08-08 00:00:00.0		HGR,TIE	AFRT,AGRI,CHTR,INSTR,RNTL,SALES	Y-L
22884.*A	AIRPORT	'TRI	08/22/2013	ASO	MEM	TN	TENNESSEE	SULLIVAN	TN	BRISTOL/JOHNSON/KINGSPORT	TRI-CITIES RGNL TN/VA	PU	PU	BRISTOL JOHNSON KINGSPORT	2525 HWY 75, SUITE 301	BLOUNTVILLE, TN 37617	    423-325-6006	DAVID JONES ACTING MANAGER	2525 HWY 75, SUITE 301	BLOUNTVILLE, TN 37617	    423-325-6006	36-28-30.7000N	131310.7000N	082-24-26.7000W	296666.7000W	E	1519	S	05W	1990		CINCINNATI	12	SW	 1250	ZTL	ZCT	ATLANTA					BNA	NASHVILLE		1-800-WX-BRIEF				TRI	Y	12/01/1937	O	I B S 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	04172013		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	119.500	Y	CG	N		36	13	9	4				1016		12623	17598	21077	792	03/31/2013	3RD PARTY SURVEY	2010-02-08 00:00:00.0	3RD PARTY SURVEY	2010-02-08 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL	Y-L
22899.*A	AIRPORT	'CHA	08/22/2013	ASO	MEM	TN	TENNESSEE	HAMILTON	TN	CHATTANOOGA	LOVELL FIELD	PU	PU	CHATTANOOGA METRO ARPT AUTH	1001 AIRPORT ROAD, SUITE 14	CHATTANOOGA, TN 37421	    423-855-2200	TERRY HART	1001 AIRPORT ROAD, SUITE 14	CHATTANOOGA, TN 37421	    423-855-2200	35-02-06.7000N	126126.7000N	085-12-12.8000W	306732.8000W	E	682	S	02W	1985		ATLANTA	5	E	  950	ZTL	ZCT	ATLANTA				N	BNA	NASHVILLE		1-800-WX-BRIEF				CHA	Y	11/01/1937	O	I B S 05/1973	NGVY	NO OBJECTION	N	Y	N	Y	F	F	08152012		100LLA	MAJOR	MAJOR	HIGH/LOW		SEE RMK	SS-SR	Y	122.950	118.300	Y	CG	N		29	12	49	1				1209		16653	3926	22885	5532	12/31/2012	3RD PARTY SURVEY	2008-08-23 00:00:00.0	NGS	2005-05-04 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR	Y-L
23023.*A	AIRPORT	'MKL	08/22/2013	ASO	MEM	TN	TENNESSEE	MADISON	TN	JACKSON	MC KELLAR-SIPES RGNL	PU	PU	CITY OF JACKSON & MADISON CO	308 GRADY MONTGOMERY DR	JACKSON, TN 38301	    731-423-0995	STEVE SMITH	308 GRADY MONTGOMERY DR	JACKSON, TN 38301	    731-423-0995	35-35-59.6000N	128159.6000N	088-54-56.2000W	320096.2000W	E	434	S	01W	2010		MEMPHIS	4	W	  807	ZME	ZCM	MEMPHIS				N	MKL	JACKSON		1-800-WX-BRIEF				MKL	Y	07/01/1942	O	IV A S 04/1989	NGRY3	NO OBJECTION	N	N	N	Y	F	F	04102013		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y	122.950	127.150	Y	CG	N		27	10	6	4		8		1		2219	4946	10122	5275	03/30/2013	NGS	1999-08-24 00:00:00.0	NGS	1999-08-24 00:00:00.0		HGR,TIE	AFRT,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
23046.*A	AIRPORT	'TYS	08/22/2013	ASO	MEM	TN	TENNESSEE	BLOUNT	TN	KNOXVILLE	MC GHEE TYSON	PU	PU	METRO KNOXVILLE ARPT AUTH	MC GHEE TYSON AIRPORT	ALCOA, TN 37701	    865-342-3000	WILLIAM F. MARRISON	P.O. BOX 15600	KNOXVILLE, TN 37901	    865-342-3088	35-48-39.5000N	128919.5000N	083-59-38.5000W	302378.5000W	E	981	S	03W	1985		ATLANTA	10	S	 2250	ZTL	ZCT	ATLANTA				N	BNA	NASHVILLE		1-800-WX-BRIEF				TYS	Y	01/01/1970	O	I C S 05/1973	NGPY3	NO OBJECTION	N	Y	Y	Y	F	F	04192013		100LLA	MAJOR	MAJOR	NONE	HIGH	SS-SR	SS-SR	Y	122.950		Y	CG	N		58	42	30	2		35	0	8167		48028	6321	49652	25626	12/31/2012	NGS	2002-12-09 00:00:00.0	3RD PARTY SURVEY	2006-03-15 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y-L
23097.*A	AIRPORT	'MEM	08/22/2013	ASO	MEM	TN	TENNESSEE	SHELBY	TN	MEMPHIS	MEMPHIS INTL	PU	PU	MEMPHIS SHELBY CNTY ARPT AUTH	2491 WINCHESTER RD.	MEMPHIS, TN 38116-3856	    901-922-8000	LARRY D COX	2491 WINCHESTER RD.	MEMPHIS, TN 38116-3856	    901-922-8000	35-02-32.7000N	126152.7000N	089-58-36.0000W	323916.0000W	E	341	S	01E	2000		MEMPHIS	3	S	 3900	ZME	ZCM	MEMPHIS				N	MKL	JACKSON		1-800-WX-BRIEF				MEM	Y	08/01/1937	O	I C S 05/1973	NGPY3	NO OBJECTION	N	Y	Y	Y	F	F	06072013	09141990	100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		10	7	40	1		9		169680		69873		19091	1338	05/31/2013	NGS	2000-05-04 00:00:00.0	NGS	2000-05-04 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,RNTL,SALES	Y-L
23103.02*A	AIRPORT	'NQA	08/22/2013	ASO	MEM	TN	TENNESSEE	SHELBY	TN	MILLINGTON	MILLINGTON RGNL JETPORT	PU	PU	MILLINGTON ARPT AUTH	8182 HORNET AVE	MILLINGTON, TN 38053	    901-872-7495	MR. RODNEY HENDRIX	8182 HORNET AVE	MILLINGTON, TN 38053	    901-873-5792	35-21-23.9000N	127283.9000N	089-52-13.5000W	323533.5000W	E	319	S	00E	2000		MEMPHIS	1	NE	  400	ZME	ZCM	MEMPHIS				N	MKL	JACKSON		1-800-WX-BRIEF				NQA	Y	12/01/1974	O	IV A U 12/1995	N	NO OBJECTION			Y	Y	S	F	06042013	11101994	100LLA+	MAJOR	MAJOR	LOW	NONE	SEE RMK	SS-SR	Y	122.950	120.250	Y	CG			29	5	1	2		0		27		193	2601	5421	14638	06/04/2013	3RD PARTY SURVEY	2010-01-18 00:00:00.0	3RD PARTY SURVEY	2010-01-18 00:00:00.0		HGR,TIE	AVNCS	Y-L
23121.*A	AIRPORT	'BNA	08/22/2013	ASO	MEM	TN	TENNESSEE	DAVIDSON	TN	NASHVILLE	NASHVILLE INTL	PU	PU	METRO NASHVILLE ARPT AUTH	ONE TERMINAL DR. SUITE 501	NASHVILLE, TN 37214	    615-275-1600	ROB WIGINGTON	ONE TERMINAL DR. SUITE 501	NASHVILLE, TN 37214	    615-275-1600	36-07-28.1000N	130048.1000N	086-40-41.5000W	312041.5000W	E	599	S	03W	2010		ATLANTA	5	SE	 3900	ZME	ZCM	MEMPHIS				N	BNA	NASHVILLE		1-800-WX-BRIEF				BNA	Y	12/01/1937	O	I C S 05/1973	NGPRY3	NO OBJECTION	N	Y	N	Y	F	F	03132013		100LLA	MAJOR	MAJOR	LOW	LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		19	25	47	1		0		91929		49293	0	29418	2582	12/31/2012	NGS	2004-12-16 00:00:00.0	NGS	2004-12-16 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
23189.*A	AIRPORT	'MQY	08/22/2013	ASO	MEM	TN	TENNESSEE	RUTHERFORD	TN	SMYRNA	SMYRNA	PU	PU	SMYRNA/RUTHERFORD ARPT AUTH	278 DOUG WARPOOLE RD.	SMYRNA, TN 37167	    615-459-2651	LOIS VALLANCE	278 DOUG WARPOOLE RD.	SMYRNA, TN 37167	    615-459-2651	36-00-32.3000N	129632.3000N	086-31-12.3000W	311472.3000W	E	543	S	02W	1995	957	ATLANTA	2	N	 1700	ZME	ZCM	MEMPHIS				N	BNA	NASHVILLE		1-800-WX-BRIEF				MQY	Y	10/01/1942	O	IV A U 01/2001	NGPY	NO OBJECTION	N	N	Y	Y	F	F	03152013		100LLA	MAJOR	MAJOR	LOW	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	118.500	Y	CG	N		120	47	38	2	2	30		342		3644	27737	38475	8410	12/31/2012	3RD PARTY SURVEY	2009-04-17 00:00:00.0	3RD PARTY SURVEY	2009-04-17 00:00:00.0		HGR,TIE	AMB,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
23287.*A	AIRPORT	'ABI	08/22/2013	ASW	TEX	TX	TEXAS	TAYLOR	TX	ABILENE	ABILENE RGNL	PU	PU	CITY OF ABILENE	PO BOX 60	ABILENE, TX 79604	    325-676-6206	DON GREEN	2933 AIRPORT BLVD SUITE 200	ABILENE, TX 79602	    325-676-6367	32-24-40.8000N	116680.8000N	099-40-54.8000W	358854.8000W	E	1790	S	08E	1985		DALLAS-FT WORTH	3	SE	 1686	ZFW	ZCF	FORT WORTH				N	FTW	FORT WORTH	817-541-3474	1-800-WX-BRIEF				ABI	Y	11/01/1953	O	I A S 05/1973	NGY	NO OBJECTION	N	N	N	Y	F	F	06032011		100LLA    A1+	MAJOR	MAJOR	NONE	HIGH/LOW	SS-SR	SS-SR	Y	122.950		Y	CG	N		93	19	10	3				349		10022	8678	21920	11010	05/30/2011	3RD PARTY SURVEY	2010-06-17 00:00:00.0	3RD PARTY SURVEY	2010-06-17 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CHTR,SALES	Y-L
23328.*A	AIRPORT	'AMA	08/22/2013	ASW	TEX	TX	TEXAS	POTTER	TX	AMARILLO	RICK HUSBAND AMARILLO INTL	PU	PU	CITY OF AMARILLO	PO BOX 1971	AMARILLO, TX 79106	    806-378-3000	PATRICK RHODES	10801 ARPT BLVD	AMARILLO, TX 79111	    806-335-1671	35-13-09.7000N	126789.7000N	101-42-21.3000W	366141.3000W	E	3607	S	08E	2000		DALLAS-FT WORTH	6	E	 3547	ZAB	ZCA	ALBUQUERQUE				N	FTW	FORT WORTH	817-541-3474	1-800-WX-BRIEF				AMA	Y	10/01/1937	O	I B S 05/1973	NGPY3	NO OBJECTION	N	Y	N	Y	F	F	08232012		100LLA1+  B	MAJOR	MAJOR	LOW	LOW	SEE RMK	SS-SR	Y	122.950	118.300	Y	CG	N		21	7	11	1				8459		10412	5929	16366	29772	12/31/2011	NGS	2008-05-15 00:00:00.0	NGS	2008-05-15 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
23337.22*A	AIRPORT	'LBX	08/22/2013	ASW	TEX	TX	TEXAS	BRAZORIA	TX	ANGLETON/LAKE JACKSON	TEXAS GULF COAST RGNL	PU	PU	BRAZORIA COUNTY	BRAZORIA COUNTY COURTHOUSE	ANGLETON, TX 77515	    979-849-5711	JEFF BILYEU	8015 AIRPORT WAY	ANGLETON, TX 77515	    979-849-5755	29-06-31.1000N	104791.1000N	095-27-43.5000W	343663.5000W	E	25	S	05E	2000		HOUSTON	4	SW	  674	ZHU	ZCH	HOUSTON				N	CXO	MONTGOMERY COUNTY		1-800-WX-BRIEF				LBX	Y	03/01/1980	O	IV A U 08/1999	NGY	NO OBJECTION				Y	S	F	04172013		100LLA	MINOR	MAJOR	LOW		SEE RMK	SS-SR	N	123.000	123.000	Y	CG	N		58	8	3	3				520		2890	27740	45831	1000	01/01/2013	NGS	2007-03-03 00:00:00.0	NGS	2007-03-03 00:00:00.0		HGR,TIE	CHTR,INSTR,RNTL	Y-L
23369.*A	AIRPORT	'AUS	08/22/2013	ASW	TEX	TX	TEXAS	TRAVIS	TX	AUSTIN	AUSTIN-BERGSTROM INTL	PU	PU	CITY OF AUSTIN	PO BOX 1088	AUSTIN, TX 78767	    512-974-2000	JIM SMITH	3600 PRESIDENTIAL BLVD	AUSTIN, TX 78719	    512-530-2242	30-11-40.3000N	108700.3000N	097-40-11.6000W	351611.6000W	E	542	S	06E	2000		SAN ANTONIO	5	SE	 4242	ZHU	ZCH	HOUSTON				N	SJT	SAN ANGELO		1-800-WX-BRIEF				AUS	Y	07/01/1943	O	I D S 06/1997	NGPY	NO OBJECTION		Y	N	Y	F	F	03072013	09091976	100LLA	MINOR	MINOR	HIGH/LOW		SS-SR	SS-SR	Y	122.950		N	CG	N		110	37	34	6		27		98357		15993	2071	49756	6318	01/31/2013	NGS	2001-04-13 00:00:00.0	NGS	2001-04-13 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
23416.*A	AIRPORT	'BPT	08/22/2013	ASW	TEX	TX	TEXAS	JEFFERSON	TX	BEAUMONT/PORT ARTHUR	JACK BROOKS RGNL	PU	PU	JEFFERSON COUNTY	1149 PEARL ST 4TH FLOOR	BEAUMONT, TX 77701	    409-835-8466	ALEX RUPP	4875 PARKER DRIVE	BEAUMONT, TX 77705	    409-719-4900	29-57-03.0000N	107823.0000N	094-01-14.5000W	338474.5000W	E	15	S	05E	1985		HOUSTON	9	SE	 1799	ZHU	ZCH	HOUSTON				N	CXO	MONTGOMERY COUNTY		1-800-WX-BRIEF				BPT	Y	04/01/1944	O	I A S 05/1973	NGPY3	NO OBJECTION	N	Y	N	Y	F	F	02102011		100LLA	MINOR	MINOR	NONE	LOW	SEE RMK	SS-SR	Y	122.950	119.500	Y	CG	N		65	3	2	3				39		5261	4047	14938	645	12/31/2010	NGS	2004-01-14 00:00:00.0	NGS	2004-01-14 00:00:00.0		HGR,TIE	AFRT,CHTR,INSTR,RNTL	Y-L
23499.*A	AIRPORT	'BRO	08/22/2013	ASW	TEX	TX	TEXAS	CAMERON	TX	BROWNSVILLE	BROWNSVILLE/SOUTH PADRE ISLAND INTL	PU	PU	CITY OF BROWNSVILLE	BOX 911	BROWNSVILLE, TX 78520	    956-542-4373	LARRY A. BROWN	700 AMELIA EARHART	BROWNSVILLE, TX 78521-5721	    956-542-4373	25-54-24.6000N	093264.6000N	097-25-33.0000W	350733.0000W	E	22	S	07E	1985		BROWNSVILLE	4	E	 1700	ZHU	ZCH	HOUSTON				N	SJT	SAN ANGELO		1-800-WX-BRIEF				BRO	Y	09/01/1937	O	I B S 05/1973	NGPY3	NO OBJECTION	Y	N	N	Y	F	F	01122012		100LLA	MAJOR	MAJOR	HIGH	HIGH	SEE RMK	SS-SR	Y	122.950	118.900	Y	CG	Y		48	7						477		5182	3790	13058	14905	12/31/2011	NGS	2008-02-21 00:00:00.0	3RD PARTY SURVEY	2011-08-19 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
23635.*A	AIRPORT	'CLL	08/22/2013	ASW	TEX	TX	TEXAS	BRAZOS	TX	COLLEGE STATION	EASTERWOOD FIELD	PU	PU	TEXAS A&M UNIVERSITY	1 MCKENZIE TERMINAL BLVD STE 112	COLLEGE STATION, TX 77845	    979-845-5103	JOHN H. HAPP	1 MCKENZIE TERMINAL BLVD STE 112	COLLEGE STATION, TX 77845	    979-845-5103	30-35-18.9000N	110118.9000N	096-21-49.8000W	346909.8000W	E	320	S	06E	1985		HOUSTON	3	SW	  700	ZHU	ZCH	HOUSTON				N	CXO	MONTGOMERY COUNTY		1-800-WX-BRIEF				CLL	Y	05/01/1940	O	I A S 07/1973	NGY3	NO OBJECTION	N	N	Y	Y	F	F	04132013		100LLA	MAJOR	MAJOR			SEE RMK	SS-SR	Y	122.950	118.500	Y	CG	N		28	10	6	1				314		5694	12138	22827	12584	12/31/2013	3RD PARTY SURVEY	2012-07-28 00:00:00.0	3RD PARTY SURVEY	2012-07-28 00:00:00.0		HGR,TIE	AVNCS,CHTR,INSTR	Y-L
23657.2*A	AIRPORT	'CRP	08/22/2013	ASW	TEX	TX	TEXAS	NUECES	TX	CORPUS CHRISTI	CORPUS CHRISTI INTL	PU	PU	CITY OF CORPUS CHRISTI	1201 LEOPARD ST	CORPUS CHRISTI, TX 78401-2825	    361-880-3220	FRED SEGUNDO	1000 INTERNATIONAL DR	CORPUS CHRISTI, TX 78406	    361-289-0171	27-46-13.3000N	099973.3000N	097-30-04.4000W	351004.4000W	E	44	S	07E	1985		BROWNSVILLE	5	W	 2457	ZHU	ZCH	HOUSTON				N	SJT	SAN ANGELO		1-800-WX-BRIEF				CRP	Y	07/01/1960	O	I C S 05/1973	NGY	NO OBJECTION	N	Y	Y	Y	F	F	06202013		100LLA	MAJOR	MAJOR	HIGH	HIGH	SS-SR	SS-SR	Y	122.950		N	CG	N		37	25	6	1				3366		15835	2818	16250	32187	05/31/2013	NGS	2001-01-31 00:00:00.0	NGS	2001-01-31 00:00:00.0		HGR,TIE	AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
23713.*A	AIRPORT	'DAL	08/22/2013	ASW	TEX	TX	TEXAS	DALLAS	TX	DALLAS	DALLAS LOVE FIELD	PU	PU	CITY OF DALLAS	CITY HALL	DALLAS, TX 75201	    214-670-3011	MARK DUEBNER	DEPT OF AVIATION, DALLAS LOVE FIELD, 8008 CEDAR SPRING, LB 16	DALLAS, TX 75235	    214-670-6073	32-50-49.6000N	118249.6000N	096-51-06.4000W	348666.4000W	E	487	S	06E	1990		DALLAS-FT WORTH	5	NW	 1300	ZFW	ZCF	FORT WORTH				N	FTW	FORT WORTH	817-541-3474	1-800-WX-BRIEF				DAL	Y	10/01/1937	O	I C S 05/1973	NGY	NO OBJECTION	N	Y			F	F	12032012		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SS-SR	SS-SR	Y			N	CG	N		24	13	748	5				88044		32115		55758	1505	10/31/2012	NGS	2004-04-15 00:00:00.0	NGS	2004-04-15 00:00:00.0		HGR,TIE	AMB,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
23710.6*A	AIRPORT	'DFW	08/22/2013	ASW	TEX	TX	TEXAS	TARRANT	TX	DALLAS-FORT WORTH	DALLAS/FORT WORTH INTL	PU	PU	CITIES OF DALLAS AND FT WORTH	PO BOX 619428	DALLAS-FT WORTH, TX 75261	    972-574-3200	JEFFREY FEGAN - CEO	PO BOX 619428	DALLAS-FT WORTH, TX 75261	    972-973-3112	32-53-48.5810N	118428.5810N	097-02-16.7850W	349336.7850W	E	607	S	06E	2000		DALLAS-FT WORTH	12	NW	17207	ZFW	ZCF	FORT WORTH				N	FTW	FORT WORTH	817-541-3474	1-800-WX-BRIEF				DFW	Y	01/01/1974	O	I E S 07/1973	NGY	NO OBJECTION	Y	N	N	Y	F	F	02142013		100LLA			HIGH	HIGH	SS-SR	SS-SR	Y	122.950		N	CG	Y									440313		203594		6017	200	12/31/2012	NACO	2003-10-22 00:00:00.0	ADO	2003-09-10 00:00:00.0		TIE	AFRT,CARGO	Y-L
23745.*A	AIRPORT	'DRT	08/22/2013	ASW	TEX	TX	TEXAS	VAL VERDE	TX	DEL RIO	DEL RIO INTL	PU	PU	DEL RIO/VAL VERDE CTY	109 W BRAODWAY STREET	DEL RIO, TX 78840	    830-774-8551	BILLIE JO GRAFTON	1104 WEST 10TH STREET	DEL RIO, TX 78840	    830-774-8538	29-22-27.1450N	105747.1450N	100-55-37.7650W	363337.7650W	E	1002	E	08E	2000		SAN ANTONIO	2	NW	  268	ZHU	ZCH	HOUSTON				N	SJT	SAN ANGELO		1-800-WX-BRIEF				DRT	Y	11/01/1937	O	I A S 02/2005	NGY3	NO OBJECTION	Y	N	Y	Y	S	F	01082013		100LLA	MAJOR	MAJOR			SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		34	4	2	8				1302		2190	12000	716		12/31/2013	NACO	2006-01-12 00:00:00.0	FAA	2005-05-06 00:00:00.0		HGR,TIE	CARGO,CHTR,RNTL,SALES	Y-L
23830.*A	AIRPORT	'ELP	08/22/2013	ASW	TEX	TX	TEXAS	EL PASO	TX	EL PASO	EL PASO INTL	PU	PU	CITY OF EL PASO	2 CIVIC CENTER PLAZA	EL PASO, TX 79901	    915-541-4000	MONICA LOMBRANA	6701 CONVAIR RD	EL PASO, TX 79925	    915-780-4749	31-48-25.9000N	114505.9000N	106-22-34.9000W	382954.9000W	E	3961	S	11E	1985		EL PASO	4	NE	 6670	ZAB	ZCA	ALBUQUERQUE				N	ABQ	ALBUQUERQUE		1-800-WX-BRIEF				ELP	Y	11/01/1938	O	I C S 05/1973	NGPRY3	NO OBJECTION	Y	N	N	Y	F	F	05072013	09011992	100LLA1+  B+	MAJOR	MAJOR	LOW	LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		184	41	36	9				37974		22187	5515	23754	5585	12/31/2012	3RD PARTY SURVEY	2012-04-24 00:00:00.0	3RD PARTY SURVEY	2012-04-24 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
23882.2*A	AIRPORT	'GRK	08/22/2013	ASW	TEX	TX	TEXAS	BELL	TX	FORT HOOD/KILLEEN	ROBERT GRAY AAF	MR	PU	US ARMY AERONAUTICAL SVCS AGENCY		FT BELVOIR, VA 22060		JOHN SUTTON	8101 CLEAR CREEK RD, BOX C	KILLEEN, TX 76549	    254-501-8700	31-04-02.1000N	111842.1000N	097-49-44.1000W	352184.1000W	E	1015	S	07E	1990		SAN ANTONIO	6	SW		ZHU	ZCH	HOUSTON	ZFW	ZCF	FORT WORTH	N	SJT	SAN ANGELO		1-800-WX-BRIEF				GRK	Y		O	I E S 08/1990	NGY	NO OBJECTION			Y	Y	F	F	06272012	03011976	A					SS-SR	SS-SR	Y		120.750	N	SCG										11174				70		05/30/2012	NGS	2006-03-09 00:00:00.0	NGS	2006-03-09 00:00:00.0				Y
23895.3*A	AIRPORT	'AFW	08/22/2013	ASW	TEX	TX	TEXAS	TARRANT	TX	FORT WORTH	FORT WORTH ALLIANCE	PU	PU	CITY OF FORT WORTH	1000 THROCKMORTON	FORT WORTH, TX 76177	    817-392-6116	THOMAS J. HARRIS	2221 ALLIANCE BLVD SUITE 100	FORT WORTH, TX 76177	    817-890-1000	32-59-15.5000N	118755.5000N	097-19-07.7000W	350347.7000W	E	722	S	07E	1990		DALLAS-FT WORTH	14	N	 1198	ZFW	ZCF	FORT WORTH				N	FTW	FORT WORTH	817-541-3474	1-800-WX-BRIEF				AFW	Y	12/01/1989	O	IV A U 12/1989	NGY	CONDITIONAL	N	Y		Y	F	F	06252013		100LLA1+	MAJOR	MAJOR	LOW		SS-SR	SS-SR	Y			Y	CG			2	6	11	10				7856		4469	57076	48741	19465	01/01/2013	NGS					HGR,TIE	AVNCS,CARGO	Y-L
